Date;Pic journalier consommation (MW);Température moyenne (°C);Température référence (°C)
2018-08-01;54950.0;23.8;21.2
2017-03-19;55491.0;11.9;8.7
2018-08-03;55484.0;27.0;21.1
2017-03-22;67012.0;8.0;9.0
2018-08-12;43124.0;22.0;20.7
2017-03-23;67434.0;8.7;9.1
2018-08-15;44033.0;20.9;20.4
2017-03-26;56248.0;11.0;9.4
2018-08-17;48893.0;19.9;20.3
2017-04-05;59104.0;11.7;10.6
2018-08-19;44317.0;21.7;20.1
2017-04-06;60606.0;10.6;10.7
2018-08-26;43965.0;17.1;19.4
2017-04-08;52680.0;14.1;11.0
2018-08-29;54125.0;19.6;19.1
2017-04-11;56133.0;11.9;11.4
2018-08-30;53462.0;17.9;19.0
2017-04-15;51577.0;12.0;11.9
2018-08-31;53083.0;18.1;18.9
2017-04-21;62951.0;10.4;12.7
2018-09-01;47214.0;18.0;18.8
2017-04-24;57654.0;12.3;13.1
2018-09-07;53632.0;17.8;18.0
2017-04-26;63277.0;6.9;13.3
2018-09-08;47498.0;17.9;17.9
2017-05-06;53330.0;13.0;14.6
2018-09-13;54415.0;18.7;17.3
2017-05-08;51232.0;11.8;14.8
2018-09-14;53681.0;17.7;17.2
2017-05-11;56647.0;14.8;15.2
2018-09-21;53922.0;18.1;16.3
2017-05-12;55398.0;15.4;15.3
2018-09-27;54560.0;17.0;15.5
2017-05-16;53762.0;20.4;15.8
2018-10-03;56676.0;15.5;14.7
2017-05-19;54686.0;12.2;16.1
2018-10-05;54797.0;16.5;14.4
2017-05-21;47004.0;15.7;16.3
2018-10-16;54690.0;16.6;13.0
2017-05-23;53479.0;18.4;16.6
2018-10-24;59060.0;13.0;11.9
2017-06-02;54625.0;20.9;17.6
2018-11-03;61258.0;7.7;10.4
2017-06-05;45680.0;17.3;17.9
2018-11-04;58804.0;9.1;10.3
2017-06-11;46524.0;22.2;18.5
2018-11-05;65385.0;12.9;10.1
2017-06-12;54019.0;19.9;18.6
2018-11-10;57787.0;12.3;9.4
2017-06-20;58222.0;26.5;19.3
2018-11-19;78910.0;3.6;8.1
2017-06-21;59194.0;26.8;19.4
2018-11-22;77659.0;5.5;7.7
2017-06-24;49226.0;21.4;19.7
2018-12-01;63930.0;8.7;6.5
2017-07-03;53808.0;19.4;20.4
2018-12-09;62820.0;10.3;5.7
2017-07-07;57408.0;25.4;20.6
2018-12-13;84675.0;2.2;5.4
2017-07-10;54803.0;19.9;20.8
2018-12-18;78462.0;6.3;5.0
2017-07-16;47335.0;22.4;21.1
2018-12-28;74827.0;3.2;4.7
2017-07-19;56870.0;23.8;21.2
2018-12-29;70957.0;4.1;4.6
2017-08-12;43956.0;17.8;20.7
2017-01-05;87297.0;2.8;4.6
2017-08-15;43628.0;21.4;20.4
2017-01-08;78194.0;4.1;4.7
2017-08-17;49898.0;21.4;20.3
2017-01-12;80435.0;6.9;4.7
2017-08-19;45217.0;18.0;20.1
2017-01-18;94006.0;-1.7;4.9
2017-08-21;50876.0;20.3;19.9
2017-01-19;93884.0;-1.7;5.0
2017-08-31;54285.0;16.7;18.9
2017-01-27;87413.0;5.2;5.3
2017-09-01;53116.0;15.9;18.8
2017-01-28;74189.0;6.8;5.4
2017-09-09;48048.0;14.9;17.8
2017-02-02;73409.0;10.2;5.6
2017-09-12;53847.0;15.4;17.4
2017-02-05;68224.0;6.9;5.8
2017-09-21;55875.0;14.2;16.3
2017-02-07;76774.0;7.4;5.9
2017-09-22;55513.0;14.9;16.1
2017-02-13;75250.0;9.4;6.3
2017-09-27;55309.0;16.1;15.5
2017-02-17;71054.0;7.9;6.5
2017-09-29;54172.0;18.3;15.2
2017-02-24;70337.0;7.2;6.9
2017-10-01;48147.0;14.8;15.0
2017-02-27;72521.0;9.3;7.1
2017-10-03;55605.0;15.5;14.7
2017-03-01;73940.0;8.3;7.2
2017-10-12;56393.0;16.1;13.5
2017-03-03;68857.0;10.2;7.4
2017-10-14;49126.0;15.8;13.2
2017-03-08;71559.0;9.7;7.8
2017-10-19;56561.0;16.1;12.6
2017-03-09;67119.0;12.0;7.8
2017-10-23;60995.0;12.4;12.0
2017-03-15;63905.0;10.9;8.3
2017-10-30;64309.0;9.4;11.0
2017-03-17;61443.0;10.6;8.5
2017-11-02;64111.0;11.7;10.6
2017-03-20;64405.0;11.5;8.8
2017-11-11;60873.0;10.9;9.2
2017-03-21;65630.0;9.7;8.9
2017-11-14;75629.0;5.6;8.8
2017-03-28;60795.0;12.5;9.7
2017-11-17;73019.0;7.2;8.4
2017-03-30;58231.0;15.3;9.9
2017-11-19;65278.0;6.7;8.1
2017-04-01;52775.0;11.0;10.1
2017-12-23;65132.0;8.1;4.8
2017-04-03;59647.0;12.5;10.4
2017-12-24;63577.0;6.9;4.8
2017-04-10;54471.0;13.8;11.2
2017-12-26;70623.0;7.0;4.7
2017-04-13;56823.0;12.6;11.6
2017-12-28;76959.0;3.0;4.7
2017-04-18;59697.0;9.3;12.3
2016-01-04;74625.0;7.8;4.6
2017-04-22;54723.0;12.0;12.8
2016-01-07;76289.0;8.2;4.6
2017-04-27;65357.0;6.7;13.5
2016-01-08;73741.0;7.2;4.7
2017-05-02;60354.0;11.0;14.1
2016-01-13;80718.0;5.1;4.8
2017-05-14;47385.0;15.9;15.6
2016-01-24;67679.0;7.6;5.2
2017-05-27;46555.0;22.5;17.0
2016-01-29;73560.0;7.7;5.4
2017-05-31;54354.0;19.2;17.4
2016-01-31;63089.0;10.7;5.5
2017-06-01;54473.0;20.7;17.5
2016-02-06;64096.0;9.9;5.9
2017-06-10;47745.0;20.9;18.4
2016-02-21;63687.0;10.7;6.7
2017-06-13;55123.0;20.4;18.7
2016-02-22;71726.0;9.8;6.8
2017-06-15;56712.0;22.6;18.9
2016-03-19;64150.0;7.0;8.7
2017-06-22;59414.0;25.5;19.5
2016-03-23;69357.0;8.1;9.1
2017-06-26;55425.0;21.6;19.8
2016-03-25;67496.0;9.3;9.3
2017-07-02;46033.0;17.3;20.3
2016-04-01;69563.0;8.1;10.1
2017-07-13;55368.0;20.5;20.9
2016-04-03;57138.0;13.4;10.4
2017-07-28;52941.0;20.4;21.2
2016-04-20;59026.0;13.4;12.5
2017-07-30;45168.0;21.8;21.2
2016-04-24;56442.0;7.5;13.1
2017-07-31;51354.0;20.9;21.2
2016-05-02;61066.0;11.9;14.1
2017-08-02;52779.0;23.0;21.1
2016-05-07;47318.0;17.2;14.7
2017-08-03;52874.0;23.2;21.1
2016-05-13;55790.0;14.6;15.4
2017-08-23;52514.0;21.7;19.8
2016-05-17;54922.0;13.7;15.9
2017-08-25;53241.0;21.6;19.5
2016-05-21;49109.0;17.9;16.3
2017-08-26;47882.0;22.7;19.4
2016-05-26;53454.0;16.7;16.9
2017-08-27;45707.0;23.6;19.3
2016-05-28;47688.0;17.9;17.1
2017-08-28;55349.0;24.5;19.2
2016-05-31;56307.0;14.3;17.4
2017-08-29;56247.0;24.4;19.1
2016-06-02;56299.0;14.5;17.6
2017-09-06;54364.0;18.0;18.2
2016-06-08;53429.0;19.6;18.2
2017-09-11;53659.0;15.6;17.5
2016-06-10;52758.0;18.8;18.4
2017-09-16;49780.0;11.9;16.9
2016-06-28;53997.0;19.1;20.0
2017-09-18;56372.0;12.4;16.6
2016-07-04;54451.0;19.3;20.4
2017-09-20;57339.0;13.1;16.4
2016-07-06;55339.0;19.8;20.6
2017-09-23;49161.0;15.5;16.0
2016-07-10;47303.0;23.3;20.8
2017-10-04;56010.0;13.7;14.6
2016-07-31;44236.0;20.1;21.2
2017-10-11;56784.0;15.3;13.6
2016-08-07;44116.0;21.6;20.9
2017-10-22;51395.0;11.7;12.1
2016-08-08;48726.0;20.7;20.9
2017-10-24;58934.0;14.6;11.9
2016-08-10;47768.0;16.5;20.8
2017-10-26;58376.0;14.4;11.6
2016-08-11;48111.0;17.2;20.7
2017-10-28;53277.0;10.6;11.3
2016-08-12;48519.0;19.8;20.7
2017-11-04;55778.0;13.0;10.3
2016-08-14;43586.0;22.5;20.5
2017-11-10;69423.0;9.1;9.4
2016-08-24;54790.0;24.9;19.6
2017-11-21;73276.0;8.7;7.8
2016-08-26;55574.0;25.1;19.4
2017-11-25;65528.0;7.3;7.3
2016-08-30;54812.0;20.2;19.0
2017-11-27;78303.0;5.8;7.0
2016-09-07;55581.0;22.1;18.0
2017-12-05;81369.0;5.1;6.1
2016-09-10;48783.0;20.7;17.7
2017-12-10;72027.0;6.0;5.6
2016-09-15;54106.0;17.7;17.0
2017-12-16;74550.0;4.3;5.2
2016-09-17;47326.0;15.2;16.8
2017-12-17;74335.0;4.2;5.1
2016-09-18;45038.0;15.8;16.6
2017-12-19;82964.0;3.5;5.0
2016-09-22;53582.0;16.4;16.1
2017-12-20;80822.0;5.0;4.9
2016-09-25;45065.0;17.0;15.7
2017-12-22;72608.0;8.3;4.8
2016-09-30;53785.0;16.4;15.1
2017-12-31;61791.0;10.7;4.6
2016-10-01;49036.0;15.3;15.0
2016-01-10;65537.0;7.7;4.7
2016-10-06;57164.0;11.3;14.3
2016-01-11;76731.0;8.1;4.7
2016-10-09;51374.0;10.8;13.9
2016-01-12;79504.0;6.9;4.7
2016-10-16;51542.0;13.8;13.0
2016-01-20;86801.0;1.9;5.0
2016-10-18;60639.0;12.4;12.7
2016-02-01;71092.0;11.8;5.6
2016-10-23;55693.0;10.4;12.0
2016-02-02;72267.0;10.1;5.6
2016-10-28;63042.0;10.8;11.3
2016-02-04;76709.0;7.0;5.8
2016-11-02;67127.0;10.3;10.6
2016-02-05;71377.0;8.9;5.8
2016-11-03;69033.0;7.7;10.4
2016-02-07;64792.0;8.5;5.9
2016-11-05;60806.0;9.9;10.1
2016-02-15;80399.0;4.3;6.4
2016-11-08;77058.0;5.4;9.7
2016-02-16;80825.0;3.0;6.4
2016-11-26;63535.0;8.3;7.2
2016-02-18;81354.0;3.2;6.5
2016-11-27;63283.0;7.5;7.0
2016-02-23;73263.0;8.1;6.9
2016-11-28;77626.0;5.6;6.9
2016-02-26;75969.0;4.3;7.0
2016-11-29;81917.0;2.9;6.8
2016-03-03;77312.0;6.5;7.4
2016-12-01;81815.0;2.9;6.5
2016-03-05;69291.0;5.2;7.5
2016-12-11;67539.0;6.4;5.5
2016-03-06;69185.0;4.5;7.6
2016-12-15;77659.0;5.7;5.2
2016-03-09;78084.0;5.5;7.8
2016-12-17;69762.0;5.0;5.1
2016-03-12;66981.0;6.7;8.1
2016-12-27;71579.0;4.8;4.7
2016-03-14;72232.0;6.8;8.3
2015-01-03;69737.0;7.8;4.6
2016-03-18;72405.0;6.9;8.6
2015-01-08;78905.0;7.8;4.7
2016-03-28;58451.0;10.2;9.7
2015-01-26;82819.0;5.1;5.3
2016-04-13;60310.0;11.8;11.6
2015-01-31;76185.0;3.3;5.5
2016-04-14;59917.0;11.6;11.7
2015-02-01;76292.0;3.2;5.6
2016-04-18;62429.0;8.9;12.3
2015-02-06;91934.0;0.3;5.9
2016-05-12;55592.0;14.2;15.3
2015-02-25;75792.0;6.7;7.0
2016-05-16;48654.0;12.7;15.8
2015-02-26;75199.0;8.3;7.0
2016-05-19;56368.0;12.9;16.1
2015-02-28;69763.0;5.8;7.2
2016-05-20;55675.0;15.1;16.2
2015-03-04;75437.0;6.0;7.5
2016-05-23;56097.0;12.3;16.6
2015-03-23;70195.0;7.9;9.1
2016-05-29;44456.0;15.9;17.2
2015-03-31;65210.0;12.3;10.0
2016-06-03;55961.0;14.8;17.7
2015-04-04;60520.0;9.3;10.5
2016-06-09;53227.0;19.6;18.3
2015-04-15;54949.0;17.6;11.9
2016-06-13;53290.0;16.9;18.7
2015-04-24;54633.0;14.5;13.1
2016-06-16;53969.0;15.3;19.0
2015-05-01;52364.0;12.2;14.0
2016-06-20;53706.0;17.0;19.3
2015-05-02;51574.0;13.7;14.1
2016-06-22;55515.0;22.9;19.5
2015-05-09;47776.0;16.2;15.0
2016-06-30;55063.0;19.6;20.2
2015-05-11;53681.0;19.0;15.2
2016-07-15;50000.0;17.4;21.0
2015-05-12;54381.0;17.7;15.3
2016-07-22;54531.0;21.1;21.2
2015-05-13;54356.0;17.2;15.4
2016-07-28;53934.0;21.0;21.2
2015-05-22;55548.0;13.8;16.5
2016-08-05;49131.0;18.5;21.0
2015-05-24;46500.0;16.4;16.7
2016-08-17;50545.0;22.3;20.3
2015-05-28;55113.0;15.9;17.1
2016-08-23;53423.0;23.9;19.8
2015-05-30;48648.0;15.6;17.3
2016-08-25;55604.0;25.5;19.5
2015-05-31;46273.0;16.3;17.4
2016-08-28;45982.0;22.5;19.2
2015-06-03;55643.0;18.6;17.7
2016-08-31;55675.0;21.3;18.9
2015-06-05;56846.0;23.1;17.9
2016-09-03;48954.0;21.8;18.5
2015-06-09;54791.0;16.9;18.3
2016-09-05;54493.0;20.3;18.3
2015-06-15;53897.0;17.6;18.9
2016-09-06;55782.0;21.7;18.2
2015-06-17;54381.0;18.1;19.1
2016-09-11;45479.0;21.0;17.5
2015-06-27;49416.0;20.9;19.9
2016-09-16;53266.0;16.4;16.9
2015-07-13;51714.0;21.8;20.9
2016-09-26;53447.0;15.7;15.6
2015-07-15;57144.0;23.7;21.0
2016-09-29;53743.0;17.6;15.2
2015-07-18;49803.0;23.0;21.1
2016-10-05;55895.0;13.8;14.4
2015-07-22;57404.0;22.8;21.2
2016-10-07;58006.0;11.5;14.2
2015-07-27;53044.0;19.9;21.2
2016-10-13;64995.0;10.1;13.4
2015-07-28;53202.0;17.9;21.2
2016-10-14;64017.0;11.6;13.2
2015-07-29;53479.0;17.7;21.2
2016-10-15;55232.0;12.6;13.1
2015-07-30;52279.0;17.1;21.2
2016-10-27;62771.0;11.4;11.4
2015-08-02;44657.0;21.7;21.1
2016-10-30;53487.0;11.3;11.0
2015-08-03;50678.0;24.2;21.1
2016-11-12;66708.0;6.0;9.1
2015-08-05;50993.0;22.9;21.0
2016-11-13;63107.0;8.4;9.0
2015-08-09;42870.0;20.5;20.8
2016-11-14;74098.0;7.3;8.8
2015-08-11;49322.0;22.7;20.7
2016-11-15;72896.0;8.6;8.7
2015-08-16;41983.0;17.1;20.4
2016-11-16;71556.0;10.1;8.5
2015-08-19;49307.0;18.7;20.1
2016-12-02;81132.0;3.7;6.4
2015-08-23;43235.0;19.3;19.8
2016-12-03;72343.0;4.2;6.3
2015-09-08;54090.0;15.9;17.9
2016-12-10;69387.0;5.5;5.6
2015-09-15;55049.0;15.1;17.0
2016-12-13;77204.0;6.4;5.4
2015-09-24;55859.0;14.0;15.9
2016-12-14;76906.0;5.9;5.3
2015-09-25;54852.0;14.7;15.7
2016-12-16;74547.0;7.2;5.2
2015-10-02;56796.0;12.7;14.8
2016-12-19;80996.0;3.7;5.0
2015-10-09;57265.0;12.5;13.9
2016-12-20;80321.0;4.3;4.9
2015-10-15;68104.0;6.9;13.1
2016-12-28;74110.0;3.6;4.7
2015-10-18;56216.0;10.2;12.7
2021-01-01;70283.0;2.0;4.6
2015-10-29;63635.0;11.7;11.1
2021-01-02;75352.0;1.5;4.6
2015-11-01;53362.0;12.3;10.7
2021-01-07;87583.0;1.4;4.6
2015-11-04;64490.0;13.8;10.3
2021-01-12;84321.0;5.0;4.7
2015-11-11;56299.0;11.6;9.2
2021-01-19;82007.0;5.0;5.0
2015-11-15;55299.0;12.1;8.7
2021-01-20;75652.0;8.8;5.0
2015-11-21;65613.0;6.8;7.8
2021-01-26;84436.0;2.6;5.3
2015-11-24;80414.0;3.6;7.4
2021-02-02;67564.0;11.2;5.6
2015-11-25;76550.0;7.8;7.3
2021-02-09;82524.0;2.1;6.0
2015-12-01;71557.0;10.4;6.5
2021-02-14;77997.0;1.2;6.3
2015-12-05;65905.0;6.9;6.1
2021-02-17;70966.0;9.5;6.5
2015-12-11;75901.0;6.7;5.5
2021-02-20;58939.0;12.0;6.7
2015-12-23;63971.0;10.3;4.8
2021-02-25;61661.0;11.2;7.0
2015-12-28;64922.0;8.9;4.7
2021-02-26;63511.0;8.8;7.0
2019-01-04;81571.0;2.4;4.6
2021-02-27;60351.0;7.4;7.1
2019-01-09;83501.0;4.6;4.7
2021-03-03;65661.0;10.1;7.4
2019-01-15;78514.0;6.2;4.8
2021-03-05;68054.0;6.9;7.5
2019-01-21;86548.0;1.5;5.1
2021-03-22;69196.0;6.7;9.0
2019-01-31;85341.0;3.1;5.5
2021-03-25;62880.0;9.8;9.3
2019-02-21;73107.0;8.3;6.7
2021-03-27;56251.0;9.1;9.5
2019-03-06;68765.0;10.6;7.6
2021-03-30;57841.0;15.3;9.9
2019-03-08;68357.0;8.9;7.8
2021-04-02;53086.0;12.3;10.2
2019-03-26;65758.0;8.4;9.4
2021-04-04;51289.0;8.8;10.5
2019-04-01;59550.0;12.8;10.1
2021-04-05;54074.0;8.0;10.6
2019-04-06;59877.0;9.6;10.7
2021-04-23;54483.0;13.8;12.9
2019-04-11;64457.0;9.7;11.4
2021-04-26;54270.0;12.7;13.3
2019-04-15;65830.0;10.0;11.9
2021-05-04;57300.0;11.9;14.3
2019-04-21;46345.0;16.0;12.7
2021-05-12;54094.0;12.0;15.3
2019-04-26;57246.0;11.1;13.3
2021-05-17;55784.0;13.0;15.9
2019-04-30;57828.0;12.2;13.8
2021-05-23;46932.0;12.9;16.6
2019-05-05;54815.0;7.5;14.5
2021-05-24;50071.0;12.0;16.7
2019-05-12;49557.0;12.0;15.3
2021-05-27;53903.0;15.2;17.0
2019-05-22;54205.0;16.1;16.5
2021-05-28;51931.0;16.9;17.1
2019-05-25;47512.0;16.4;16.8
2021-05-30;43037.0;18.1;17.3
2019-05-30;48226.0;16.7;17.3
2021-06-02;52424.0;19.5;17.6
2019-05-31;49595.0;18.7;17.4
2021-06-05;45948.0;16.6;17.9
2019-06-04;53408.0;19.7;17.8
2021-06-06;43837.0;17.5;18.0
2019-06-10;47255.0;15.0;18.4
2021-06-07;51610.0;18.5;18.1
2019-06-15;47897.0;17.1;18.9
2021-06-09;53004.0;20.4;18.3
2019-06-24;55080.0;23.5;19.7
2021-06-13;44962.0;22.3;18.7
2019-07-01;55984.0;21.8;20.2
2021-06-20;44506.0;19.8;19.3
2019-07-05;57174.0;24.8;20.5
2021-06-22;52791.0;17.2;19.5
2019-07-12;55233.0;22.2;20.9
2021-06-29;52612.0;17.4;20.1
2019-07-19;54734.0;22.2;21.2
2021-07-09;52854.0;18.6;20.7
2019-07-20;48740.0;22.7;21.2
2021-07-18;44533.0;23.1;21.1
2019-07-25;59198.0;29.7;21.2
2021-08-01;42366.0;17.9;21.2
2019-07-26;56002.0;24.0;21.2
2021-08-05;47611.0;18.9;21.0
2019-07-27;46725.0;19.6;21.2
2021-08-08;41174.0;17.8;20.9
2019-08-05;49968.0;22.6;21.0
2021-08-10;47350.0;20.6;20.8
2019-08-10;44923.0;21.9;20.8
2021-08-14;46035.0;23.8;20.5
2019-08-11;42382.0;19.0;20.7
2021-08-21;45453.0;20.5;19.9
2019-08-13;46981.0;17.3;20.6
2021-08-26;51262.0;18.7;19.4
2019-08-18;42639.0;20.8;20.2
2021-08-28;45392.0;17.5;19.2
2019-08-22;50191.0;20.0;19.9
2021-09-02;53454.0;19.4;18.7
2019-08-25;44549.0;23.5;19.5
2021-09-06;53651.0;22.7;18.2
2019-09-07;46962.0;16.2;18.0
2021-09-10;53027.0;19.6;17.7
2019-09-09;52561.0;14.1;17.8
2021-09-20;52297.0;15.8;16.4
2019-09-14;47622.0;20.4;17.2
2021-09-25;47273.0;17.9;15.7
2019-09-21;47449.0;19.8;16.3
2021-09-26;44874.0;18.2;15.6
2019-09-22;44801.0;18.1;16.1
2021-10-01;53993.0;14.0;15.0
2019-09-24;52934.0;16.7;15.9
2021-10-03;48083.0;16.0;14.7
2019-09-25;53806.0;16.6;15.7
2021-10-08;55808.0;13.3;14.0
2019-10-07;55633.0;13.6;14.2
2021-10-12;58163.0;11.6;13.5
2019-10-15;55582.0;14.1;13.1
2021-10-17;51772.0;11.4;12.8
2019-10-18;56220.0;14.4;12.7
2021-10-19;56261.0;16.6;12.6
2019-10-29;62671.0;11.9;11.1
2021-10-25;60104.0;11.7;11.7
2019-10-30;62672.0;11.8;11.0
2021-11-13;58846.0;10.5;9.0
2019-11-01;53382.0;13.7;10.7
2021-11-18;70716.0;8.1;8.2
2019-11-12;74373.0;6.8;9.1
2021-11-22;75698.0;6.5;7.7
2019-11-13;75267.0;6.4;9.0
2021-11-23;75777.0;6.0;7.5
2019-11-17;68435.0;5.1;8.4
2021-11-25;77326.0;5.2;7.3
2019-11-25;70071.0;9.6;7.3
2021-11-29;83333.0;3.2;6.8
2019-11-26;68715.0;10.9;7.2
2021-12-08;80717.0;5.2;5.8
2019-12-06;78691.0;5.4;6.0
2021-12-26;59744.0;9.0;4.7
2019-12-18;68393.0;10.0;5.0
2015-01-05;82167.0;3.1;4.6
2019-12-24;61001.0;10.4;4.8
2015-01-13;76050.0;8.5;4.8
2019-12-26;64298.0;7.4;4.7
2015-01-15;76655.0;8.7;4.8
2015-01-18;72512.0;2.8;4.9
2015-01-21;85689.0;2.3;5.1
2015-02-04;90087.0;1.3;5.8
2015-02-07;82982.0;1.4;5.9
2015-02-08;77218.0;3.4;6.0
2015-02-24;78722.0;5.7;6.9
2015-03-11;67956.0;10.4;8.0
2015-03-29;57936.0;11.6;9.8
2015-04-01;67864.0;9.0;10.1
2015-04-03;66430.0;9.6;10.4
2015-04-07;67380.0;9.6;10.8
2015-04-09;63221.0;12.8;11.1
2015-04-11;53239.0;12.2;11.4
2015-04-18;50364.0;12.7;12.3
2015-04-20;56005.0;13.4;12.5
2015-04-25;49419.0;14.6;13.2
2015-04-28;58371.0;10.0;13.6
2015-04-30;59351.0;11.4;13.8
2015-05-07;55870.0;13.5;14.7
2015-05-08;49975.0;14.8;14.8
2015-05-10;46079.0;17.2;15.1
2015-05-14;48175.0;14.9;15.6
2015-05-17;46525.0;15.0;15.9
2015-05-19;55932.0;12.1;16.1
2015-05-25;47135.0;15.8;16.8
2015-05-27;54868.0;15.6;17.0
2015-06-01;54424.0;15.3;17.5
2015-06-11;55975.0;21.4;18.5
2015-06-13;47820.0;18.9;18.7
2015-06-19;53910.0;17.8;19.2
2015-06-21;45715.0;19.1;19.4
2015-06-30;57755.0;25.7;20.2
2015-07-16;58589.0;25.7;21.1
2015-07-21;58250.0;24.5;21.2
2015-07-24;56046.0;21.9;21.2
2015-08-01;45399.0;19.2;21.2
2015-08-04;50111.0;21.2;21.1
2015-08-06;51507.0;23.9;21.0
2015-08-13;50185.0;22.7;20.6
2015-08-17;48052.0;17.9;20.3
2015-08-26;53474.0;20.9;19.4
2015-09-11;53984.0;17.5;17.5
2015-09-13;45520.0;16.4;17.3
2015-09-16;57032.0;18.4;16.9
2015-09-20;45688.0;14.6;16.4
2015-09-21;53858.0;14.4;16.3
2015-09-23;55963.0;13.3;16.0
2015-09-26;48585.0;14.2;15.6
2015-09-29;55581.0;13.9;15.2
2015-10-01;56214.0;12.8;15.0
2015-10-04;49752.0;12.9;14.6
2015-10-05;56845.0;16.2;14.4
2015-10-11;50541.0;12.6;13.6
2015-10-26;62496.0;12.6;11.6
2015-10-28;63519.0;12.3;11.3
2015-10-31;54245.0;12.6;10.9
2015-11-05;63557.0;13.9;10.1
2015-11-09;60938.0;14.5;9.5
2015-11-13;63665.0;11.6;9.0
2015-11-18;64505.0;13.9;8.2
2015-11-20;64729.0;12.6;8.0
2015-11-23;78776.0;3.1;7.5
2015-11-27;75300.0;4.8;7.0
2015-11-28;69226.0;6.4;6.9
2015-11-29;65274.0;9.6;6.8
2015-11-30;72676.0;10.5;6.7
2015-12-06;62293.0;9.9;6.0
2015-12-10;78411.0;4.7;5.6
2015-12-22;65530.0;10.8;4.8
2015-12-25;55955.0;10.6;4.7
2015-12-26;57254.0;9.7;4.7
2019-01-23;88023.0;2.3;5.2
2019-01-26;73328.0;6.7;5.3
2019-01-30;86012.0;3.0;5.5
2019-02-22;71652.0;9.9;6.8
2019-02-24;59270.0;8.8;6.9
2019-02-28;66243.0;10.7;7.2
2019-03-02;59797.0;10.0;7.3
2019-03-07;68531.0;9.9;7.7
2019-03-10;58827.0;11.5;7.9
2019-03-18;70603.0;7.2;8.6
2019-03-19;70073.0;7.5;8.7
2019-03-22;66821.0;10.5;9.0
2019-03-29;63226.0;10.9;9.8
2019-04-02;59677.0;11.2;10.2
2019-04-07;56890.0;9.8;10.8
2019-04-14;57898.0;6.9;11.7
2019-04-17;61191.0;12.9;12.1
2019-04-22;46444.0;16.7;12.8
2019-04-23;54554.0;15.5;12.9
2019-04-25;57083.0;11.9;13.2
2019-05-07;60657.0;11.5;14.7
2019-05-10;57466.0;13.5;15.1
2019-05-16;54336.0;13.4;15.8
2019-05-20;56356.0;13.9;16.2
2019-05-26;45157.0;16.2;16.9
2019-06-11;54357.0;12.9;18.5
2019-06-13;53832.0;15.9;18.7
2019-06-21;53405.0;17.9;19.4
2019-06-23;46019.0;22.3;19.6
2019-06-26;58263.0;26.7;19.8
2019-06-30;48221.0;24.2;20.2
2019-07-06;50372.0;24.5;20.6
2019-07-09;53896.0;20.4;20.7
2019-07-18;54906.0;21.2;21.1
2019-07-22;56233.0;25.0;21.2
2019-07-28;43405.0;19.2;21.2
2019-08-01;51336.0;20.6;21.2
2019-08-06;50031.0;21.8;21.0
2019-08-26;54078.0;24.1;19.4
2019-08-29;54705.0;21.5;19.1
2019-08-30;54652.0;22.1;19.0
2019-09-02;52562.0;18.0;18.7
2019-09-08;44794.0;14.6;17.9
2019-09-11;53639.0;17.4;17.5
2019-09-16;53372.0;20.8;16.9
2019-09-23;51813.0;16.7;16.0
2019-09-29;45949.0;17.0;15.2
2019-09-30;53046.0;17.0;15.1
2019-10-01;54241.0;17.2;15.0
2019-10-03;56176.0;11.8;14.7
2019-10-04;55516.0;14.1;14.6
2019-10-11;55530.0;15.3;13.6
2019-10-13;47272.0;18.6;13.4
2019-10-17;56673.0;14.5;12.8
2019-10-31;60937.0;12.3;10.9
2019-11-03;54082.0;12.0;10.4
2019-11-06;67299.0;9.9;10.0
2019-11-07;69522.0;8.3;9.8
2019-11-11;65519.0;6.6;9.2
2019-11-18;78538.0;5.5;8.2
2019-11-20;79551.0;4.3;8.0
2019-11-29;67640.0;9.3;6.8
2019-12-04;80411.0;2.6;6.2
2019-12-05;79732.0;2.7;6.1
2019-12-08;63876.0;9.8;5.8
2019-12-11;77867.0;5.8;5.5
2019-12-15;63171.0;10.0;5.2
2019-12-19;66290.0;12.2;5.0
2019-12-23;65077.0;9.1;4.8
2019-12-28;63103.0;7.0;4.7
2019-12-30;72250.0;3.2;4.6
2019-12-31;72764.0;3.0;4.6
2014-01-01;64671.0;8.2;4.6
2014-01-14;78418.0;5.7;4.8
2014-01-18;67722.0;7.1;4.9
2014-01-21;81156.0;4.4;5.1
2014-01-27;80985.0;5.6;5.3
2014-01-29;82223.0;4.6;5.4
2014-02-01;71680.0;6.3;5.6
2014-02-15;66690.0;9.6;6.4
2014-02-18;75039.0;7.5;6.5
2014-02-19;74050.0;8.8;6.6
2014-02-28;75246.0;6.2;7.2
2014-03-04;73716.0;6.8;7.5
2014-03-07;70911.0;8.4;7.7
2014-03-14;64136.0;10.6;8.3
2014-03-20;62476.0;12.1;8.8
2014-03-26;68976.0;7.1;9.4
2014-03-30;53392.0;13.4;9.9
2014-03-31;60430.0;13.1;10.0
2014-04-16;59803.0;11.2;12.0
2014-04-21;50908.0;11.8;12.7
2014-04-25;58094.0;13.1;13.2
2014-04-30;58440.0;12.6;13.8
2014-05-08;50242.0;14.2;14.8
2014-05-20;54768.0;16.4;16.2
2014-05-25;46853.0;14.2;16.8
2014-05-26;55448.0;14.0;16.9
2014-05-28;56618.0;13.8;17.1
2014-05-30;50887.0;15.9;17.3
